tag	choice	outcome	substance	cohort	subjID
900110000340432	2	-1	saccharin	B	57
900110000340419	2	-1	alcohol	C	54
900110000324321	2	1	saccharin	B	36
900110000340414	2	-1	alcohol	C	49
900110000340419	1	-1	alcohol	C	54
900110000340414	1	-1	alcohol	C	49
900110000340411	1	-1	alcohol	C	46
900110000340503	2	1	alcohol	C	62
900110000340417	1	1	alcohol	C	52
900110000324263	1	-1	alcoholsaccharin	C	31
900110000340417	1	-1	alcohol	C	52
900110000340414	2	1	alcohol	C	49
900110000340416	1	1	alcohol	C	51
900110000340414	1	-1	alcohol	C	49
900110000340509	1	-1	alcoholsaccharin	C	68
900110000340413	2	-1	alcohol	C	48
900110000340509	2	-1	alcoholsaccharin	C	68
900110000324327	1	-1	saccharin	B	42
900110000324265	1	-1	alcoholsaccharin	C	33
900110000340414	2	-1	alcohol	C	49
900110000340507	1	-1	alcohol	C	66
900110000324265	2	1	alcoholsaccharin	C	33
900110000340420	2	-1	alcohol	C	55
900110000340507	2	-1	alcohol	C	66
900110000340414	2	1	alcohol	C	49
900110000340502	2	-1	alcoholsaccharin	C	61
900110000324329	2	-1	saccharin	B	44
900110000340418	1	-1	alcohol	C	53
900110000324325	1	-1	saccharin	B	40
900110000340420	1	-1	alcohol	C	55
900110000340419	2	-1	alcohol	C	54
900110000340419	1	-1	alcohol	C	54
900110000340507	1	-1	alcohol	C	66
900110000340505	1	1	alcohol	C	64
900110000340417	2	-1	alcohol	C	52
900110000340502	1	1	alcoholsaccharin	C	61
900110000324326	1	-1	saccharin	B	41
900110000324263	2	-1	alcoholsaccharin	C	31
900110000340411	1	1	alcohol	C	46
900110000324268	2	-1	alcoholsaccharin	C	35
900110000340414	1	-1	alcohol	C	49
900110000340505	2	-1	alcohol	C	64
900110000340502	1	-1	alcoholsaccharin	C	61
900110000324266	1	1	alcoholsaccharin	C	34
900110000324330	2	-1	saccharin	B	45
900110000324330	2	1	saccharin	B	45
900110000324266	1	1	alcoholsaccharin	C	34
900110000324330	1	-1	saccharin	B	45
900110000340415	1	1	alcohol	C	50
900110000340415	2	-1	alcohol	C	50
900110000324268	1	-1	alcoholsaccharin	C	35
900110000340503	2	1	alcohol	C	62
900110000340505	1	-1	alcohol	C	64
900110000340416	2	-1	alcohol	C	51
900110000324321	1	-1	saccharin	B	36
900110000340416	1	-1	alcohol	C	51
900110000340416	1	-1	alcohol	C	51
900110000340419	2	1	alcohol	C	54
900110000340411	1	1	alcohol	C	46
900110000340418	1	-1	alcohol	C	53
900110000340505	2	1	alcohol	C	64
900110000340506	1	-1	alcoholsaccharin	C	65
900110000340411	2	-1	alcohol	C	46
900110000340416	1	-1	alcohol	C	51
900110000340419	1	1	alcohol	C	54
900110000324266	1	-1	alcoholsaccharin	C	34
900110000340420	1	-1	alcohol	C	55
900110000340412	1	-1	alcohol	C	47
900110000340432	2	-1	saccharin	B	57
900110000324266	2	-1	alcoholsaccharin	C	34
900110000340503	1	1	alcohol	C	62
900110000340508	2	-1	alcohol	C	67
900110000324262	1	-1	alcoholsaccharin	C	30
900110000324268	2	-1	alcoholsaccharin	C	35
900110000340503	2	1	alcohol	C	62
900110000324328	1	-1	saccharin	B	43
900110000340501	2	-1	alcoholsaccharin	C	60
900110000340413	1	-1	alcohol	C	48
900110000340418	1	-1	alcohol	C	53
900110000340507	2	-1	alcohol	C	66
900110000340432	1	1	saccharin	B	57
900110000340508	1	-1	alcohol	C	67
900110000340413	2	-1	alcohol	C	48
900110000340411	1	-1	alcohol	C	46
900110000340505	1	1	alcohol	C	64
900110000324328	2	-1	saccharin	B	43
900110000340413	1	-1	alcohol	C	48
900110000340432	2	-1	saccharin	B	57
900110000340434	1	1	saccharin	B	59
900110000340505	1	-1	alcohol	C	64
900110000340507	1	-1	alcohol	C	66
900110000340416	2	1	alcohol	C	51
900110000340507	2	1	alcohol	C	66
900110000340501	1	-1	alcoholsaccharin	C	60
900110000324329	2	-1	saccharin	B	44
900110000340503	2	-1	alcohol	C	62
900110000324329	2	-1	saccharin	B	44
900110000340506	2	-1	alcoholsaccharin	C	65
900110000324268	1	-1	alcoholsaccharin	C	35
900110000324322	1	-1	saccharin	B	37
900110000340501	2	-1	alcoholsaccharin	C	60
900110000340507	1	-1	alcohol	C	66
900110000324330	1	1	saccharin	B	45
900110000340501	1	1	alcoholsaccharin	C	60
900110000340505	2	-1	alcohol	C	64
900110000340505	1	-1	alcohol	C	64
900110000324268	2	-1	alcoholsaccharin	C	35
900110000340417	1	1	alcohol	C	52
900110000324327	1	-1	saccharin	B	42
900110000324268	1	1	alcoholsaccharin	C	35
900110000340418	2	1	alcohol	C	53
900110000324263	1	-1	alcoholsaccharin	C	31
900110000340503	2	-1	alcohol	C	62
900110000324263	2	-1	alcoholsaccharin	C	31
900110000340503	1	1	alcohol	C	62
900110000340509	2	-1	alcoholsaccharin	C	68
900110000324263	2	-1	alcoholsaccharin	C	31
900110000340413	1	-1	alcohol	C	48
900110000324326	2	-1	saccharin	B	41
900110000340505	1	1	alcohol	C	64
900110000340507	1	-1	alcohol	C	66
900110000324263	2	-1	alcoholsaccharin	C	31
900110000324264	2	1	alcoholsaccharin	C	32
900110000324321	2	1	saccharin	B	36
900110000340501	2	-1	alcoholsaccharin	C	60
900110000340506	2	-1	alcoholsaccharin	C	65
900110000340419	1	1	alcohol	C	54
900110000340419	2	1	alcohol	C	54
900110000340412	1	-1	alcohol	C	47
900110000340506	2	-1	alcoholsaccharin	C	65
900110000340416	2	-1	alcohol	C	51
900110000340411	1	1	alcohol	C	46
900110000340509	2	1	alcoholsaccharin	C	68
900110000340416	1	-1	alcohol	C	51
900110000340506	2	-1	alcoholsaccharin	C	65
900110000340415	1	-1	alcohol	C	50
900110000340505	2	1	alcohol	C	64
900110000340415	1	1	alcohol	C	50
900110000324264	2	1	alcoholsaccharin	C	32
900110000340505	2	1	alcohol	C	64
900110000324268	1	-1	alcoholsaccharin	C	35
900110000340505	2	1	alcohol	C	64
900110000340412	2	-1	alcohol	C	47
900110000340413	1	1	alcohol	C	48
900110000340503	2	-1	alcohol	C	62
900110000324262	2	-1	alcoholsaccharin	C	30
900110000340503	1	-1	alcohol	C	62
900110000324327	2	1	saccharin	B	42
900110000340503	1	-1	alcohol	C	62
900110000340414	1	1	alcohol	C	49
900110000324266	2	1	alcoholsaccharin	C	34
900110000340416	1	-1	alcohol	C	51
900110000340416	2	1	alcohol	C	51
900110000340416	2	1	alcohol	C	51
900110000340431	2	-1	saccharin	B	56
900110000324268	1	1	alcoholsaccharin	C	35
900110000324330	1	-1	saccharin	B	45
900110000340432	1	1	saccharin	B	57
900110000340414	1	1	alcohol	C	49
900110000340413	1	-1	alcohol	C	48
900110000324265	1	1	alcoholsaccharin	C	33
900110000324266	1	1	alcoholsaccharin	C	34
900110000340509	1	1	alcoholsaccharin	C	68
900110000324328	2	-1	saccharin	B	43
900110000324327	1	-1	saccharin	B	42
900110000340501	1	-1	alcoholsaccharin	C	60
900110000340416	2	1	alcohol	C	51
900110000340505	1	-1	alcohol	C	64
900110000324266	2	-1	alcoholsaccharin	C	34
900110000340503	2	1	alcohol	C	62
900110000340416	1	-1	alcohol	C	51
900110000340505	2	1	alcohol	C	64
900110000340417	1	-1	alcohol	C	52
900110000340413	1	-1	alcohol	C	48
900110000340412	2	-1	alcohol	C	47
900110000340414	2	-1	alcohol	C	49
900110000340416	1	-1	alcohol	C	51
900110000340416	1	-1	alcohol	C	51
900110000324266	2	-1	alcoholsaccharin	C	34
900110000324263	2	-1	alcoholsaccharin	C	31
900110000340506	1	1	alcoholsaccharin	C	65
900110000340414	1	-1	alcohol	C	49
900110000324266	2	1	alcoholsaccharin	C	34
900110000340414	1	1	alcohol	C	49
900110000324268	1	-1	alcoholsaccharin	C	35
900110000324330	2	-1	saccharin	B	45
900110000324263	2	-1	alcoholsaccharin	C	31
900110000340411	1	1	alcohol	C	46
900110000340509	2	-1	alcoholsaccharin	C	68
900110000340414	2	1	alcohol	C	49
900110000324330	2	1	saccharin	B	45
900110000324261	2	-1	alcoholsaccharin	C	29
900110000340509	1	1	alcoholsaccharin	C	68
900110000324261	2	-1	alcoholsaccharin	C	29
900110000340510	2	-1	alcoholsaccharin	C	69
900110000324266	1	1	alcoholsaccharin	C	34
900110000324266	2	-1	alcoholsaccharin	C	34
900110000324266	2	-1	alcoholsaccharin	C	34
900110000340501	1	-1	alcoholsaccharin	C	60
900110000340506	1	-1	alcoholsaccharin	C	65
900110000324261	1	1	alcoholsaccharin	C	29
900110000340501	2	1	alcoholsaccharin	C	60
900110000340508	1	1	alcohol	C	67
900110000324266	1	-1	alcoholsaccharin	C	34
